Element, Nterminals, Nconductors, P_1, Q_1, ...
"Transformer.trt_30", 2, 4,    294.309,    24.5546,    294.309,    24.5546,    294.309,    24.5546,          0,          0,   -289.203, 2.5273E-007,   -289.203, -3.90574E-007,   -289.203, 4.01394E-007,          0,          0
"Transformer.trt_31", 2, 4,    280.925,    23.4379,    280.925,    23.4379,    280.925,    23.4379,          0,          0,   -276.051, 2.27919E-007,   -276.051, -3.57118E-007,   -276.051, 3.80736E-007,          0,          0
"Transformer.trt_32", 2, 4,    183.938,    15.3461,    183.938,    15.3461,    183.938,    15.3461,          0,          0,   -180.746, 3.4312E-007,   -180.746, -1.93304E-007,   -180.746, 1.48727E-008,          0,          0
"Transformer.trt_33", 2, 4,    212.016,    17.6887,    212.016,    17.6887,    212.016,    17.6887,          0,          0,   -208.337, 3.85071E-007,   -208.337, -2.06462E-007,   -208.337, 1.1154E-008,          0,          0
"Transformer.trt_34", 2, 4,    234.753,    19.5857,    234.753,    19.5857,    234.753,    19.5857,          0,          0,    -230.68, 1.74912E-007,    -230.68, -2.92597E-007,    -230.68, 3.27789E-007,          0,          0
"Transformer.trt_35", 2, 4,     137.09,    11.4375,     137.09,    11.4375,     137.09,    11.4375,          0,          0,   -134.711, 4.60975E-008,   -134.711, 6.81809E-008,   -134.711, 8.3406E-009,          0,          0
"Transformer.trt_36", 2, 4,    391.815,    32.6892,    391.815,    32.6892,    391.815,    32.6892,          0,          0,   -385.016, 1.61804E-007,   -385.016, 1.4043E-007,   -385.016, 4.79531E-008,          0,          0
"Transformer.trt_37", 2, 4,    304.226,    25.3816,    304.226,    25.3816,    304.226,    25.3816,          0,          0,   -298.947, 1.00638E-007,   -298.947, 1.20587E-007,   -298.947, 5.06837E-008,          0,          0
"Transformer.trt_38", 2, 4,    244.023,    20.3588,    244.023,    20.3588,    244.023,    20.3588,          0,          0,   -239.789, 6.85413E-008,   -239.789, 2.16991E-007,   -239.789, -6.75477E-008,          0,          0
"Transformer.trt_39", 2, 4,    881.016,    73.5026,    881.016,    73.5026,    881.016,    73.5026,          0,          0,   -865.729, 4.1205E-007,   -865.729, -5.21074E-007,   -865.729, 8.95367E-007,          0,          0
"Transformer.trt_40", 2, 4,    355.603,    29.6677,    355.603,    29.6677,    355.603,    29.6677,          0,          0,   -349.433, 3.05256E-007,   -349.433, -4.30936E-007,   -349.433, 4.43023E-007,          0,          0
"Transformer.trt_41", 2, 4,    298.692,     35.548,    298.692,     35.548,    298.692,     35.548,          0,          0,   -291.459, -8.9243E-008,   -291.459, 6.1392E-007,   -291.459, -1.96262E-007,          0,          0
"Transformer.trt_42", 2, 4,     140.38,    11.7119,     140.38,    11.7119,     140.38,    11.7119,          0,          0,   -137.944, 1.30715E-007,   -137.944, -1.94541E-007,   -137.944, 1.89151E-007,          0,          0
"Transformer.trt_43", 2, 4,    86.8995,    7.24997,    86.8995,    7.24997,    86.8995,    7.24997,          0,          0,   -85.3917, 3.19129E-008,   -85.3917, 7.40775E-008,   -85.3917, -2.84202E-008,          0,          0
"Transformer.trt_44", 2, 4,    80.2135,    6.69216,    80.2135,    6.69216,    80.2135,    6.69216,          0,          0,   -78.8217, 4.46527E-008,   -78.8217, 6.2764E-008,   -78.8217, -3.58207E-008,          0,          0
"Transformer.trt_45", 2, 4,    213.901,    17.8456,    213.901,    17.8456,    213.901,    17.8456,          0,          0,    -210.19, 6.78913E-008,    -210.19, 1.00316E-007,    -210.19, 2.27075E-008,          0,          0
"Load.load_lv_trt1", 1, 3,    19.7808, -7.24276E-008,    19.7808, -7.63936E-008,    19.7808, -4.92986E-008
"Load.load_lv_trt2", 1, 3,    115.337, -3.87812E-007,    115.337, -4.05856E-007,    115.337, -3.50822E-007
"Load.load_lv_trt3", 1, 3,    231.892, -7.95268E-007,    231.892, -7.54858E-007,    231.892, -7.29626E-007
"Load.load_lv_trt4", 1, 3,    187.744, -7.28992E-007,    187.744, -3.08368E-007,    187.744, -8.06494E-007
"Load.load_lv_trt5", 1, 3,    177.855, -6.91283E-007,    177.855, -2.82198E-007,    177.855, -7.7174E-007
"Load.load_lv_trt6", 1, 3,     131.74, -4.2905E-007,     131.74, -4.45891E-007,     131.74, -4.16925E-007
"Load.load_lv_trt7", 1, 3,    391.912, -1.89566E-006,    391.912, -7.28767E-007,    391.912, -1.21553E-006
"Load.load_lv_trt8", 1, 3,    187.722, -7.20032E-007,    187.722, -3.18355E-007,    187.722, -8.00951E-007
"Load.load_lv_trt9", 1, 3,          0,          0,          0,          0,          0,          0
"Load.load_lv_trt10", 1, 3,          0,          0,          0,          0,          0,          0
"Load.load_lv_trt11", 1, 3,          0,          0,          0,          0,          0,          0
"Load.load_lv_trt12", 1, 3,          0,          0,          0,          0,          0,          0
"Load.load_lv_trt13", 1, 3,          0,          0,          0,          0,          0,          0
"Load.load_lv_trt14", 1, 3,          0,          0,          0,          0,          0,          0
"Load.load_lv_trt15", 1, 3,          0,          0,          0,          0,          0,          0
"Load.load_lv_trt16", 1, 3,          0,          0,          0,          0,          0,          0
"Load.load_lv_trt17", 1, 3,          0,          0,          0,          0,          0,          0
"Load.load_lv_trt18", 1, 3,    457.682, -1.4996E-006,    457.682, -1.55185E-006,    457.682, -1.41131E-006
"Load.load_lv_trt19", 1, 3,    125.081, -4.5396E-007,    125.081, -4.5269E-007,    125.081, -3.04185E-007
"Load.load_lv_trt20", 1, 3,    72.4154, -2.75888E-007,    72.4154, -1.17255E-007,    72.4154, -3.07907E-007
"Load.load_lv_trt21", 1, 3,    88.1561, -2.82503E-007,    88.1561, -2.89504E-007,    88.1561, -2.68787E-007
"Load.load_lv_trt22", 1, 3,    194.069, -6.26153E-007,    194.069, -6.24134E-007,    194.069, -5.99515E-007
"Load.load_lv_trt23", 1, 3,     282.88, -9.67554E-007,     282.88, -1.04205E-006,     282.88, -6.86447E-007
"Load.load_lv_trt24", 1, 3,    453.791, -1.42504E-006,    453.791, -1.45464E-006,    453.791, -1.41678E-006
"Load.load_lv_trt25", 1, 3,    624.587, -9.76771E-007,    624.587, -2.71019E-006,    624.587, -2.19747E-006
"Load.load_lv_trt26", 1, 3,    124.917, -4.36886E-007,    124.917, -4.41395E-007,    124.917, -2.98569E-007
"Load.load_lv_trt27", 1, 3,    339.901, -1.09113E-006,    339.901, -1.07724E-006,    339.901, -1.03374E-006
